id,firstname,lastname,university,university_shortname,university_city,functions,organization,organization_sector
422,Frank,Scheffold,Uni Freiburg,UFR,Fribourg,Verwaltungsratspräsident,LS Instruments AG,"Industry, construction & agriculture"
423,Frank,Stüber,Uni Bern,UBE,Bern,NA,Stiftung für die Forschung in Anästhesie und Intensivmedizin,Education & research
424,Franz,Werro,Uni Freiburg,UFR,Fribourg,Rechtsberater,Selbstständig,Not classifiable
425,Franz,Graf,USI Lugano,USI,Lugano,Professeur ordinaire,"Università della Svizzera italiana, Accademia di Architettura",Education & research
426,Franz,Graf,USI Lugano,USI,Lugano,Architecte indépendant à Genève,"F. Graf & J. Menoud, Carouge","Industry, construction & agriculture"
427,François,Avellan,ETH Lausanne,EPF,Lausanne,"Expertise du rendement des turbines de la centrale de La Higuera, Chili, dans le cadre d'une procédure juridique","Barros, Letelier & Gonzalez Attorneys at Law, Chile","Consulting, public relations, legal & trust"
428,François,Dufresne,Uni Lausanne,ULA,Lausanne,Conseil d'administration,Etablissement Cantonal d'Assurance,"Society, Social, Culture & Sports"
429,François,Avellan,ETH Lausanne,EPF,Lausanne,Associé minoritaire dans la start-up d'un ancien doctorant,"Power Vision Engineering Sàrl, Ecublens","Industry, construction & agriculture"
430,François,Diederich,ETH Zürich,ETH,Zurich,Aufsichtsratsmandat,BASF Societas Europeae (Schweden),Technology
431,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"Fondation Bettencourt, Paris","Society, Social, Culture & Sports"
432,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Conseil de fondation et Conseil Scientifique de la Fondation Jeantet,"Fondation Jeantet, Genève",Pharma & health
433,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board Clinical Research Department,Univ Bern,Education & research
434,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board,Laboratory of Excellence (Labex) INFORM,Education & research
435,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,EMBO YIP (Young Investigator Program) committee,"EMBO, Heidelberg",Education & research
436,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Diverses commissions du SNF,SNF Bern,Education & research
437,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Conseil Suisse de la Science et de l'Innovation,CSSI Bern,"Politics, administration, justice system & security sector"
438,Freddy,Radtke,ETH Lausanne,EPF,Lausanne,Chairman of board of directors,"Cellestia Biotech SA, Innovation Square EPFL",Technology
439,Freddy,Radtke,ETH Lausanne,EPF,Lausanne,Member of the scientific committee,"Swiss Cancer League, Bern",Pharma & health
440,Friedrich,Eisenbrand,ETH Lausanne,EPF,Lausanne,Membre du conseil national de la recherche,"FNS division IV, Berne",Education & research
441,Fritz,Schlunegger,Uni Bern,UBE,Bern,NA,Bretscher Stiftung,Education & research
442,Fréderic,Krauskopf,Uni Bern,UBE,Bern,NA,A. Peneveyre SA,"Industry, construction & agriculture"
443,Fréderic,Krauskopf,Uni Bern,UBE,Bern,NA,Fondation A. Peneveyre SA,Financial industry & insurances
444,Fréderic,Krauskopf,Uni Bern,UBE,Bern,NA,Stiftung für Rechtsausbildung Luzern,Education & research
445,Frédéric,Mila,ETH Lausanne,EPF,Lausanne,Committe member - Advanced Post-doc mobility,"SNSF, Berne",Education & research
446,Frédéric,Kaplan,ETH Lausanne,EPF,Lausanne,Gérance,"OZWE, Lausanne",Technology
447,Frédéric,Kaplan,ETH Lausanne,EPF,Lausanne,Enseignement,Université de Berne,Education & research
448,Frédéric,Kaplan,ETH Lausanne,EPF,Lausanne,Enseignement,HEAD Genève,Education & research
449,Frédéric,Kaplan,ETH Lausanne,EPF,Lausanne,Ecriture de chroniques,Le Temps,Media & communication
450,Frédéric,Mila,ETH Lausanne,EPF,Lausanne,Editeur associé,"Europhysics Letters, Mulhouse, France",Media & communication
451,Geoffrey,Bodenhausen,Uni Lausanne,ULA,Lausanne,Professeur,ENS Paris,Education & research
452,Georg,von Schnurbein,Uni Basel,UBA,Basel,Präsident des Stiftungsrates,Stiftung zur Förderung des Antikenmuseums Basel,"Society, Social, Culture & Sports"
453,Georg,von Schnurbein,Uni Basel,UBA,Basel,Präsident,Verein Europäische Freiwilligenuniversität,Education & research
454,Georg,von Schnurbein,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Stiftung Institute for Value-based Enterprise, Fribourg","Consulting, public relations, legal & trust"
455,Georg,Pfleiderer,Uni Basel,UBA,Basel,Präsident,Eidgenössische Ethikkommission für Biotechnologie (EKAH),"Politics, administration, justice system & security sector"
456,Georg,Fantner,ETH Lausanne,EPF,Lausanne,Technical consultant,"GETec KG, Langenlois, Austria","Industry, construction & agriculture"
457,Georg,Nöldeke,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Basler Kantonalbank, Stiftung zur Förderung von Forschung und Unterricht, Basel",Education & research
458,Georg,Nöldeke,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Speiser-Bär-Stiftung, Basel",Education & research
459,Georg,Fantner,ETH Lausanne,EPF,Lausanne,Technical consultant,"SCL-Sensor. Tech. Fabrication GesmbH, Vienna, Austria","Industry, construction & agriculture"
460,Georg,von Schnurbein,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Roland von Hoesslin Gedenkstiftung, Augsburg, Deutschland",Not classifiable
461,Georg,von Schnurbein,Uni Basel,UBA,Basel,Board member,European Research Network on Philanthropy,Education & research
462,Georg Fredrik,von Krogh,ETH Zürich,ETH,Zurich,Geschäftsführer,Innovative Strategies GmbH,"Consulting, public relations, legal & trust"
463,George,Candea,ETH Lausanne,EPF,Lausanne,CEO and President (while on leave),"CodeTickler, CA, USA",Technology
464,Georges,Abou Jaoudé,ETH Lausanne,EPF,Lausanne,Professeur invité (2 interventions d'une semaine),"Kazan Federal University, Russia",Education & research
465,Geraldine,Frei,Uni St. Gallen,USG,Saint Gallen,Vorsitzender des Verwaltungsrates,Algofin AG,"Consulting, public relations, legal & trust"
466,Geraldine,Frei,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrates,NeueBank AG,Financial industry & insurances
467,Geraldine,Frei,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrates,St. Galler Kantonalbank AG,Financial industry & insurances
468,Gerd,Folkers,Uni Basel,UBA,Basel,VR-Mandat,AZAD Pharmaceutical Ingredients AG,Pharma & health
469,Gerd,Folkers,Uni Basel,UBA,Basel,VR-Präsidium,PNN Pharma Nation Network AG,Pharma & health
470,Gerhard,Tröster,ETH Zürich,ETH,Zurich,VR-Mandat,u-blox AG,"Industry, construction & agriculture"
471,Gerhard,Tröster,ETH Zürich,ETH,Zurich,VR-Mandat,Amphiro AG,"Industry, construction & agriculture"
472,Gerhard M.,Christofori,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Hans Buss-Stiftung Basel,Education & research
473,Gian-Paulo,Dotto,Uni Lausanne,ULA,Lausanne,NA,Massachusetts General Hospital,Pharma & health
474,Gianluca,Crippa,Uni Basel,UBA,Basel,Vizepräsident,Bernoulli-Euler-Gesellschaft Basel,Education & research
475,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"Member, Consiglio di Fondazione USI","USI, Lugano",Education & research
476,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"Chief Editor, Journal of Physics D","Institute of Physics, London",Education & research
477,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,Council President EC integrating initiative on synchrotrons (CALIPSO),"Sincrotrone Trieste, Italy",Education & research
478,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"Member, Board of Directors",Università di Pavia,Education & research
479,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"Member, Consulting Committee ANVUR","Ministero MIUR, Rome, Italy",Education & research
480,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"Member, Scientific Council","HuGeF, Turin",Education & research
481,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,Membre de l'international advisory board,"Scuola Sant'Anna, Pisa, Italy",Education & research
482,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"President, Evaluation Committee (Nucleo di Valutazione), Politecnico di Torino",Politecnico di Torino,Education & research
483,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"President, Parish Council",Mission catholique anglophone du canton de Vaud,"Society, Social, Culture & Sports"
484,Giorgio,Margaritondo,ETH Lausanne,EPF,Lausanne,"President, Scientific and Technological Committee",Istituto Italiano di Tecnololgia (IIT),Education & research
485,Giovanni,Dietler,ETH Lausanne,EPF,Lausanne,"Membre du Conseil de la Fondation Monte Verità, Ascona, représentant EPFL",EPFL,Education & research
486,Giovanni,de Micheli,ETH Lausanne,EPF,Lausanne,ALARI / Instructor,"USI, Lugano, CH",Education & research
487,Giovanni,Dietler,ETH Lausanne,EPF,Lausanne,Membre du Conseil Scientifique,"Adolphe Merkle Institute, Université de Fribourg",Education & research
488,Giovanni,de Micheli,ETH Lausanne,EPF,Lausanne,CfAED Techn. Advisory board,"Dresden, D","Politics, administration, justice system & security sector"
489,Giovanni,de Micheli,ETH Lausanne,EPF,Lausanne,IMEC Techn. Advisory board,"IMEC, Leuven, B",Education & research
490,Giovanni,Dietler,ETH Lausanne,EPF,Lausanne,Membre de la commission d'evaluation des profs boursiers SNF,"SNF, Berne",Education & research
491,Giovanni,Dietler,ETH Lausanne,EPF,Lausanne,Membre du Conseil Communal,Echandens,"Politics, administration, justice system & security sector"
492,Giuliano,Bonoli,Uni Lausanne,ULA,Lausanne,Mandat,Commission fédérale des questions familiales,"Society, Social, Culture & Sports"
493,Giuliano,Bonoli,Uni Lausanne,ULA,Lausanne,Mandat,Centre de formation professionnel spécialisé ORIF,Education & research
494,Grégoire,Courtine,ETH Lausanne,EPF,Lausanne,Enseignement de cours Master,"DNF, UNIL, Lausanne",Education & research
495,Grégoire,Courtine,ETH Lausanne,EPF,Lausanne,Création de Start-up,G-Therapeutics SA,Pharma & health
496,Gudela,Grote,ETH Zürich,ETH,Zurich,Stiftungsrat,"Stiftung zur Föderung der Forschung und Ausbildung in Unternehmenswiss., ETH Zürich",Education & research
497,Gunter,Stephan,Uni Bern,UBE,Bern,NA,phw bern,Education & research
498,Gábor,Székely,ETH Zürich,ETH,Zurich,VR-Mandat,Virtamed AG,Pharma & health
499,Gérard,Bless,Uni Freiburg,UFR,Fribourg,Leitung des regionalen Schuldienstes des Heilpädagogischen Instituts,Universität Freiburg,Education & research
500,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied der Leitung,Verein Katholisches Akademikerhaus/Katholisches Studentenhaus,"Society, Social, Culture & Sports"
501,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied der Jury,Peter Werhahn-Preis,Education & research
502,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Herausgeber,M&A Review,Media & communication
503,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied des Vorstandes,Schweizerische Gesellschaft für Organisation SGO,Education & research
504,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrats,Elbet AG,"Industry, construction & agriculture"
505,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied im Herausgeberbeirat,Zeitschrift Die Unternehmung,Media & communication
506,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied im Herausgeberbeirat,Zeitschrift für Management,Media & communication
507,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied des Stiftungsrates,Master of Law and Economics,Not classifiable
508,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied des Aufsichtsrats,EGT AG,"Energy, environment & mobility"
509,Günter,Müller-Stewens,Uni St. Gallen,USG,Saint Gallen,Mitglied der Vor-und Hauptjury,St. Gallen Symposium,Education & research
510,Hannes,Weigt,Uni Basel,UBA,Basel,Mitglied des Beirats,Energieagentur Landkreis Lörrach GmbH,"Energy, environment & mobility"
511,Hans H.,Hirsch,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Stiftung Infektiologie beider Basel,Technology
512,Hans Jörg,Peter,Uni Lausanne,ULA,Lausanne,Mandat,Une administration de faillite non spécifié,Media & communication
513,Hans Peter,Herzig,ETH Lausanne,EPF,Lausanne,Member of different program committees,Various international conferences,Not classifiable
514,Hans Peter,Herzig,ETH Lausanne,EPF,Lausanne,Board member,Swiss Society for Optics and Microscopy SSOM,Education & research
515,Hans Peter,Herzig,ETH Lausanne,EPF,Lausanne,Vice-president (until August 2014),International Commission for Optics ICO,Education & research
516,Hans Peter,Herzig,ETH Lausanne,EPF,Lausanne,Reviewer,National and international scientific projects,Not classifiable
517,Hans Peter,Herzig,ETH Lausanne,EPF,Lausanne,Lecturer (2days),Micro-Optics lecture FSRM,Technology
518,Hans Peter,Herzig,ETH Lausanne,EPF,Lausanne,Chairman of the editorial board,Journal of the Europ. Opt. Soc. (JEOS: RP),Media & communication
519,Hans-Andrea,Loeliger,ETH Zürich,ETH,Zurich,Ko-Geschäftsführer,Anadec GmbH,"Consulting, public relations, legal & trust"
520,Hans-Andrea,Loeliger,ETH Zürich,ETH,Zurich,VR-Mandat,Endora Tech AG,Technology
521,Hans-Uwe,Simon,Uni Bern,UBE,Bern,NA,Fondation pour la recherche Lausanne,Education & research
522,Hans-Uwe,Simon,Uni Bern,UBE,Bern,NA,"Novartis, Forschungsstiftung",Pharma & health
523,Hans-Uwe,Simon,Uni Bern,UBE,Bern,NA,"Universität Bern, Forschungsstiftung",Education & research
524,Harald,Brune,ETH Lausanne,EPF,Lausanne,"Conseiller national, Présedent de la division 2 du Fond National","Fond National pour la Recherche en Suisse, Bern",Education & research
525,Harald,Brune,ETH Lausanne,EPF,Lausanne,Hans-Fischer Senior Fellow,"Institute of Advanced Studies, Technical University of Munich, Garching",Education & research
526,Harley,Krohmer,Uni Bern,UBE,Bern,NA,"Brandinvest AG, Verwaltungsrat",Financial industry & insurances
527,Harley,Krohmer,Uni Bern,UBE,Bern,NA,Stiftung Haus der Universität Bern,Education & research
528,Harm-Anton,Klok,ETH Lausanne,EPF,Lausanne,Teaching/Guest professor,"Soochow University, China",Education & research
529,Harris,Dellas,Uni Bern,UBE,Bern,NA,Study Center Gerzensee,Education & research
530,Harry,Gugger,ETH Lausanne,EPF,Lausanne,"Board Member, Academic Committee Member Holcim Foundation","Holcim Group Services Ltd/ Holcim Technology Ltd, Zurich","Commerce, trade & services"
531,Harry,Gugger,ETH Lausanne,EPF,Lausanne,Board Director,"HGS (Harry Gugger Studio), Basel","Industry, construction & agriculture"
532,Harry,Gugger,ETH Lausanne,EPF,Lausanne,Committee Member BSA Forschungsstipendium,"BSA CH, Basel","Industry, construction & agriculture"
533,Harry,Gugger,ETH Lausanne,EPF,Lausanne,"Member of Advisory Board, The Circle at Zurich Airport","Flughafen ZHAG, Zurich","Energy, environment & mobility"
534,Harry,Gugger,ETH Lausanne,EPF,Lausanne,"Member of the Advisory Board, Studiengang Kulturmanagement Uni Basel","SKM, UniBasel, Basel",Education & research
535,Hato,Schmeiser,Uni St. Gallen,USG,Saint Gallen,Beratungstätigkeiten für Mitglieder,I.VW-Forschungskreis,Education & research
536,Hato,Schmeiser,Uni St. Gallen,USG,Saint Gallen,Präsident,European Group of Risk and Insurance Economist EGRIE,Education & research
537,Hedwig J.,Kaiser,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,UKBB,Pharma & health
538,Hedwig J.,Kaiser,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Stiftungsrat FRIAS,Education & research
539,Hedwig J.,Kaiser,Uni Basel,UBA,Basel,Mitglied des Aufsichtsrates,Universitätsklinikum Heidelberg,Pharma & health
540,Heike,Mayer,Uni Bern,UBE,Bern,NA,Rat für Raumordnung,"Politics, administration, justice system & security sector"
541,Heike,Bruch,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsidentin und Gründerin,Energy factory,"Consulting, public relations, legal & trust"
542,Heike,Bruch,Uni St. Gallen,USG,Saint Gallen,Mitglied des Vorstandes,Deutsche Gesellschaft für Personalführung DGFP,"Commerce, trade & services"
543,Heike,Bruch,Uni St. Gallen,USG,Saint Gallen,Mitglied des Vorstandes,Das Demographienetzwerk ddn,"Society, Social, Culture & Sports"
544,Heike,Bruch,Uni St. Gallen,USG,Saint Gallen,Mitglied des Fachrates,Schweizer Kaderorganisation SKO,"Commerce, trade & services"
545,Heinrich,Hofmann,ETH Lausanne,EPF,Lausanne,Member Advisory Committee,University of Bremen,Education & research
546,Heinrich,Hofmann,ETH Lausanne,EPF,Lausanne,Member steering committee NFP 64 Opportunities and Risk of Nanomaterials,"Schweizerischer Nationalfonds, Bern",Education & research
547,Heinrich,Hofmann,ETH Lausanne,EPF,Lausanne,Member Advisory Committee,"Nanotec, Thailand Science Park, Thailand",Education & research
548,Heinrich,Hofmann,ETH Lausanne,EPF,Lausanne,"Expert Nanotechnology and Nanomaterials, Nanoregulation (Nanoreg WP2)",Federal Office for the Environment FOEN,"Energy, environment & mobility"
549,Heinrich,Hofmann,ETH Lausanne,EPF,Lausanne,"Expert Nanotechnology and Nanomaterials, Nanoregulation (Nanoreg WP1)",Federal Office of Public Health,Pharma & health
550,Heinrich,Hofmann,ETH Lausanne,EPF,Lausanne,Board of Directors,"ANTIA Therapeutics, Bern",Pharma & health
551,Heinz,Zimmermann,Uni Basel,UBA,Basel,Verwaltungsrat inkl. Präsidium Vorsorgestiftung,"Viollier AG, Allschwil",Pharma & health
552,Heinz,Zimmermann,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"BIZ-Stiftung c/o Dr. Carlo Bertossa, Basel",Not classifiable
553,Heinz,Zimmermann,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Stiftung zur Förderung des Schweizerischen Wirtschaftsarchivs am WWZ der Universität Basel,Education & research
554,Heinz,Zimmermann,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Remaco AG, Basel","Consulting, public relations, legal & trust"
555,Heinz,Zimmermann,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Versicherung der Schweizer Ärzte, Bern",Financial industry & insurances
556,Heinz,Zimmermann,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"vescore Solutions, St. Gallen","Consulting, public relations, legal & trust"
557,Helma Barblin,Wennemers,ETH Zürich,ETH,Zurich,VR-Mandat,Bachem Holding AG,Pharma & health
558,Henry,Markram,ETH Lausanne,EPF,Lausanne,Chairman (en liquidation),"Blue Brain SA, Epalinges, CH",Education & research
559,Henry,Markram,ETH Lausanne,EPF,Lausanne,University of Massachussetts: Paid consultant on ONR research project,Amherst - USA,Not classifiable
560,Henry,Markram,ETH Lausanne,EPF,Lausanne,"Frontiers Research Foundation, President","PSE-D, Ecublens, CH","Politics, administration, justice system & security sector"
561,Henry,Markram,ETH Lausanne,EPF,Lausanne,President (en liquidation),"Blue Brain Foundation, Epalinges, CH",Education & research
562,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,Member of the Foundation Council,Fondation Dalle Molle,"Society, Social, Culture & Sports"
563,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,Director,Idiap Research Institute,Education & research
564,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,Member of the Advisory Board,"Voxta Inc., India",Media & communication
565,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,Board of directors and shareholder,"Koemei, SA (Idiap's spin-off)",Technology
566,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,Member of the Advisory Board,"Privately SA, Switzerland",Technology
567,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,Member (vice-president) of the Board of Directors,IdeArk SA (IDIAP's technology transfer instrument),"Consulting, public relations, legal & trust"
568,Hervé,Bourlard,ETH Lausanne,EPF,Lausanne,External Fellow and Member of the Board of Trustees,"Intl. Computer Science Institute (ICSI), Berkeley, CA",Education & research
569,Hilal,Lashuel,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board Member,Brain forum,Education & research
570,Hilal,Lashuel,ETH Lausanne,EPF,Lausanne,"Executive Director, Qatar Biomedical Research Institute (while on leave)","Qatar Foundation, Doha Qatar",Education & research
571,Hilal,Lashuel,ETH Lausanne,EPF,Lausanne,Executive Committee Member,IBRO,Education & research
572,Hubert,Steinke,Uni Bern,UBE,Bern,NA,Fondation Gustave Dubois,Education & research
573,Hubert,Girault,ETH Lausanne,EPF,Lausanne,"Membre de la commission fédérale d'examen, nommé par le Conseil Fédéral ; domaine : électrochimie","Direction générale des douanes, Berne","Politics, administration, justice system & security sector"
574,Hubert,Girault,ETH Lausanne,EPF,Lausanne,Associate Editor - Chemical Science,"Royal Society of Chemistry, Cambridge, UK",Education & research
575,Hubert,Steinke,Uni Bern,UBE,Bern,NA,Albrecht-von-Haller-Stiftung der Burgergemeinde Bern,Education & research
576,Hubert,Girault,ETH Lausanne,EPF,Lausanne,"Membre du Conseil de Fondation, vice-président ; domaine : éditions scientifiques",PPUR - EPFL,Education & research
577,Hubert,Steinke,Uni Bern,UBE,Bern,NA,Guggenheim-Stiftung für Geschichte der Medizin,Education & research
578,Hubert,Steinke,Uni Bern,UBE,Bern,NA,Paul- und Johanna Röthlisberger-Schmid-Stiftung,Education & research
579,Hubert,Steinke,Uni Bern,UBE,Bern,NA,Psychiatrie-Museum Bern,"Society, Social, Culture & Sports"
580,Hubert,Steinke,Uni Bern,UBE,Bern,NA,"Stiftung Dr. Ed. Müller, Beromünster","Society, Social, Culture & Sports"
581,Hubert,Klumpner,ETH Zürich,ETH,Zurich,Stiftungsrat,Stiftung Bibliothek Werner Oechslin,"Society, Social, Culture & Sports"
582,Hubert,Girault,ETH Lausanne,EPF,Lausanne,Membre du Jury et Mentor ; domaine : promotion de la recherche scientifique,"Fondation Carnot, Neuilly s/Seine",Education & research
583,Hugo,Zbinden,Uni Genf,UGE,Geneva,Membre du conseil d'administration,SIG,"Energy, environment & mobility"
584,Hugues,Abriel,Uni Bern,UBE,Bern,NA,Cloetta Stiftung,Education & research
585,Ian,Sanders,Uni Lausanne,ULA,Lausanne,Mandat,Schweizerischer Nationalfonds (SNF),Education & research
586,Ian,Smith,ETH Lausanne,EPF,Lausanne,Adjunct Professor/Prof. Titulaire (teaching),"Carnegie Mellow University, USA",Education & research
587,Ina,Habermann,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Telebasel, Basel",Media & communication
588,Ingeborg,Schwenzer,Uni Basel,UBA,Basel,Präsidentin des Stiftungsrates,"Stiftung Swiss International Law School, Basel",Education & research
589,Inès,Devanthéry-Lamunière,ETH Lausanne,EPF,Lausanne,Associée,"dl-a, designlab-architecture SA, Genève","Industry, construction & agriculture"
590,Ioannis,Papadopoulos,Uni Lausanne,ULA,Lausanne,Mandat,Schweizerischer Nationalfonds (SNF),Education & research
591,Ioannis,Botsis,ETH Lausanne,EPF,Lausanne,"Scientific Consultant in 2 projects, THALES, Greece","University of Piraeus, Grèce",Education & research
592,Iris,Baumgartner,Uni Bern,UBE,Bern,NA,Spital Thun AG,Pharma & health
593,Iris,Baumgartner,Uni Bern,UBE,Bern,NA,Unitectra,"Consulting, public relations, legal & trust"
594,Ivan,Rodriguez,Uni Genf,UGE,Geneva,Membre du comité,Wright Foundation,"Society, Social, Culture & Sports"
595,Ivan,Rodriguez,Uni Genf,UGE,Geneva,Membre du comité,Gensuisse,"Society, Social, Culture & Sports"
596,Jacques,Dubey,Uni Freiburg,UFR,Fribourg,Rechtsberater,Selbstständig,Not classifiable
597,James,Larus,ETH Lausanne,EPF,Lausanne,Huawei Distributed Computing Lab Advisory Board,"America Software Lab, Santa Clara, CA",Technology
598,James W.,Davis,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrates,Paradigm Capital Partners,Financial industry & insurances
599,James W.,Davis,Uni St. Gallen,USG,Saint Gallen,Mitglied der Parlamentarischen Kommission zur Überprüfung und Sicherung der Parlamentsrechte bei der Mandatierung von Auslandseinsätzen der Bundeswehr,Deutscher Bundestag,"Politics, administration, justice system & security sector"
600,Jan Marco,Leimeister,Uni St. Gallen,USG,Saint Gallen,Diverse gutachterliche und beratende Tätigkeiten,High Tech Gründerfonds,Financial industry & insurances
601,Jan Marco,Leimeister,Uni St. Gallen,USG,Saint Gallen,Diverse gutachterliche und beratende Tätigkeiten,Volkswagen,"Energy, environment & mobility"
602,Jan Marco,Leimeister,Uni St. Gallen,USG,Saint Gallen,Diverse gutachterliche und beratende Tätigkeiten,EQT,Financial industry & insurances
603,Jan Marco,Leimeister,Uni St. Gallen,USG,Saint Gallen,Diverse gutachterliche und beratende Tätigkeiten,EU,"Politics, administration, justice system & security sector"
604,Jan Marco,Leimeister,Uni St. Gallen,USG,Saint Gallen,Beirat,United Digital Group UDG,"Consulting, public relations, legal & trust"
605,Jan Marco,Leimeister,Uni St. Gallen,USG,Saint Gallen,Professor,Universität Kassel,Education & research
606,Jan Sickmann,Hesthaven,ETH Lausanne,EPF,Lausanne,Evaluation committee for INRIA,"INRIA, France",Education & research
607,Jan Sickmann,Hesthaven,ETH Lausanne,EPF,Lausanne,Evaluation panel for NSF,"NSF, US",Education & research
608,Jan Sickmann,Hesthaven,ETH Lausanne,EPF,Lausanne,Scientific advisory board,"SRI-UQ, KAUST, KSA",Education & research
609,Jan-Anders,Manson,ETH Lausanne,EPF,Lausanne,Membre du conseil de fondation (as EPFL),"AISTS, EPFL-Innovation Park, Lausanne",Education & research
610,Jan-Anders,Manson,ETH Lausanne,EPF,Lausanne,Membre du conseil d'administration,"EELCEE Ltd., Korea","Industry, construction & agriculture"
611,Jan-Anders,Manson,ETH Lausanne,EPF,Lausanne,Membre du conseil d'administration,"Hexpol AB, Malmö, Suède",Technology
612,Jan-Anders,Manson,ETH Lausanne,EPF,Lausanne,Membre du conseil de fondation (as EPFL),"Antidoping Suisse, Berne",Pharma & health
613,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Member, GAIA Advisory Board (06.2008 - present)",GAIA,Not classifiable
614,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Chair, Advisory Board (09.2009 - present)","Leibniz Insitute of Freshwater Ecology and Inland Fisheries, Berlin, Germany",Education & research
615,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member,"Swiss Hydrological Commission, Swiss Academy of Sciences","Politics, administration, justice system & security sector"
616,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member,U.S. National Academy of Engineering,Education & research
617,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member (11.2009 - present),ETH Board Committee on Competence Centers (BCC),Education & research
618,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member of organizing team for one session (05.2013 - 11.2014),"2014 IARU Congress, Copenhagen, Denmark",Education & research
619,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member of the board,Fondation pour l’Etude des Eaux du Léman,Education & research
620,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member Scientific Advisory Board,Helmholtz Zentrum für Umweltforschung (UFZ),Education & research
621,Janet,Hering,ETH Lausanne,EPF,Lausanne,Member visiting committee (09.2011 - present),"MIT Dept. of Civil and Environmental Engineering, USA",Education & research
622,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Member, Advisory Board (11.2012 - present)","Water institute, Stellenbosch University",Education & research
623,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Member, Board of reviewing editors (01.2010 - present)",Science,Not classifiable
624,Janet,Hering,ETH Lausanne,EPF,Lausanne,"Member, Scientific Advisory Board (10.2013 - present)","AquaDiva, Fredrich-Schiller-Universität Jena, Germany",Education & research
